projection_status,diagnostic_layer,diagnostic_class,edit_signature,target_count,source_type_count,total_occurrences,count_2020,count_2021,count_2022,count_2023,count_2024,count_2025,example_targets_json
hold_candidate_only_deletion_requires_policy,substantive_difference_candidate,multiple_segment_count_difference,CANDIDATE_ONLY:I;RULE_ONLY:L,2,2,3,0,0,1,0,1,1,"[""업싸이클링"", ""업싸이클링을""]"
hold_candidate_only_deletion_requires_policy,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:L;RULE_ONLY:Y;CANDIDATE_ONLY:Y,2,2,3,0,0,0,1,1,1,"[""대괄령은"", ""괄라묭은""]"
hold_candidate_only_deletion_requires_policy,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:B>P;RULE_ONLY:Y;CANDIDATE_ONLY:I,1,1,3,2,1,0,0,0,0,"[""피료업쓸""]"
hold_candidate_only_deletion_requires_policy,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:N>NG;CANDIDATE_ONLY:Y,1,1,3,0,1,2,0,0,0,"[""예방접쫑은""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:CH;SUB:J>W;RULE_ONLY:Y;SUB:M>NG,3,3,3,1,0,1,1,0,0,"[""촤령본만"", ""촤령부터"", ""촤령비라든지""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:CH;SUB:J>W;SUB:M>NG,3,3,3,0,2,0,0,0,1,"[""자취용푸믈"", ""최민정바께"", ""취준생분드른""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:D;RULE_ONLY:W;RULE_ONLY:Y;RULE_ONLY:Y,3,3,3,0,1,0,2,0,0,"[""갇춰젼냐"", ""맏춴냐며는"", ""맏춴냐면서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:D;SUB:J>CH;SUB:J>W;RULE_ONLY:L,1,1,3,2,0,1,0,0,0,"[""맏춰달라고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:D;SUB:J>CH;SUB:J>W;RULE_ONLY:N,3,3,3,1,1,0,0,1,0,"[""맏춰논는"", ""맏춰놘는데"", ""맏춷짠니""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:EU_G;RULE_ONLY:G;RULE_ONLY:Y,2,2,3,1,0,0,2,0,0,"[""구늬학꾜를"", ""너희고등학꾜""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:EU_G;SUB:M>N;RULE_ONLY:M,1,1,3,0,0,0,0,0,3,"[""흰밤만""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:G;RULE_ONLY:H;SUB:K>Y;RULE_ONLY:Y;RULE_ONLY:Y,1,1,3,2,1,0,0,0,0,"[""박혀져쓰면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:G;RULE_ONLY:W;RULE_ONLY:N,2,2,3,0,0,1,1,1,0,"[""복뀌핸는데"", ""토목꽁학꽈연는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:G;RULE_ONLY:Y;RULE_ONLY:N,3,3,3,0,0,0,0,2,1,"[""끄덕끄덕꺼련는데"", ""작꼬하션는데"", ""한석뀨연는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:G;SUB:M>N,3,3,3,1,0,0,1,1,0,"[""먹꼬레몬밤"", ""육꾼뿐만"", ""학꾼뿐만""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:H;RULE_ONLY:Y;RULE_ONLY:Y,2,2,3,1,0,0,0,1,1,"[""시러핸냐면"", ""시러핸냐며는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:I;RULE_ONLY:Y,2,2,3,3,0,0,0,0,0,"[""업치락뛰치라카면서"", ""뒤적뛰저캐가면서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:K;SUB:G>Y;RULE_ONLY:Y,3,3,3,0,1,1,0,1,0,"[""바켸경의"", ""바켸경이나"", ""아켱향""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;RULE_ONLY:T;SUB:D>W,3,3,3,0,0,1,0,1,1,"[""설밀라튀라고"", ""템플리톼를"", ""플래톼이트나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;RULE_ONLY:Y;RULE_ONLY:K;SUB:G>W;RULE_ONLY:W,2,2,3,0,0,1,0,2,0,"[""갈랴콰될"", ""갈랴콰된""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;RULE_ONLY:Y;RULE_ONLY:L;SUB:N>Y,1,1,3,0,2,0,0,0,1,"[""발려동무룡""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:L;RULE_ONLY:Y;RULE_ONLY:Y,3,3,3,0,1,0,1,0,1,"[""물류업꼐에도"", ""알락쌰냐"", ""절략쎵""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;RULE_ONLY:Y;SUB:N>NG;SUB:NG>N,2,2,3,0,1,0,0,1,1,"[""불량만큼"", ""열령대라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;SUB:M>B,3,3,3,0,0,0,0,2,1,"[""아포칼립쓰나"", ""아포칼립쓰를"", ""졸립꺼나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;SUB:N>NG;SUB:NG>N,2,2,3,0,0,0,0,1,2,"[""동물롱장이라든가"", ""동물롱장인가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;SUB:N>Y;SUB:M>B,1,1,3,1,0,0,0,0,2,"[""염려스럽꼬""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;SUB:N>Y;SUB:M>NG,3,3,3,0,1,0,1,1,0,"[""장례식짱부터"", ""적쩡량보다"", ""적쩡량보다는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;SUB:N>Y;SUB:NG>N;RULE_ONLY:W,2,2,3,0,0,0,0,0,3,"[""중력뿐과"", ""강력뿐과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:L;SUB:NG>G;RULE_ONLY:Y,3,3,3,2,0,0,0,0,1,"[""콜롬비아대학꾜나"", ""클릭류리나"", ""할라대학꾜를""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:N;RULE_ONLY:Y;RULE_ONLY:EO;RULE_ONLY:Y,3,3,3,0,2,1,0,0,0,"[""신논혀녀게"", ""신논혀녀글"", ""신논혀녁""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:NG;SUB:N>T;SUB:D>W;SUB:AE>E,3,3,3,1,1,0,0,1,0,"[""중퇴해써요"", ""중퇴핻꼬"", ""중퇴핻끼""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:NG;SUB:NG>N,3,3,3,0,0,0,1,1,1,"[""덩는다든가"", ""떵멘가"", ""입짱에서든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:EU_G;RULE_ONLY:Y,2,2,3,3,0,0,0,0,0,"[""펴늬저미면"", ""남펴늬이상형이""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:EU_G;SUB:M>NG,3,3,3,0,0,2,1,0,0,"[""펴늬성보다는"", ""펴늬성보다도"", ""펴늬용품드레""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:L;RULE_ONLY:Y;RULE_ONLY:N,1,1,3,1,0,1,0,0,1,"[""펼리해젼는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:W;RULE_ONLY:AE;SUB:E>N,2,2,3,1,0,0,0,1,1,"[""폐지됀는데"", ""폐지됀나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:W;RULE_ONLY:L,2,2,3,0,1,0,1,0,1,"[""표정괄리"", ""폐수괄로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:W;RULE_ONLY:W,3,3,3,0,0,1,1,1,0,"[""보편화되어쓸"", ""보편화되얻떠라고요"", ""흐펼귀들과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:W;SUB:E>AE;RULE_ONLY:Y,3,3,3,0,1,0,0,0,2,"[""발표됃따면"", ""폐지됃꺼드뇨"", ""폐지됃쬬""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;RULE_ONLY:Y;RULE_ONLY:Y;RULE_ONLY:N,3,3,3,0,0,0,1,1,1,"[""펼쳐져썬는데"", ""펼쳐젼는데"", ""표현하션는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;SUB:M>N;RULE_ONLY:EU_G,1,1,3,0,0,0,0,2,1,"[""남편부늬""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;SUB:M>NG;RULE_ONLY:N,2,2,3,0,0,1,0,2,0,"[""평범핸는데"", ""불평불마니언는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;SUB:N>NG;SUB:NG>N,3,3,3,1,1,0,1,0,0,"[""불평등하미라든가"", ""평태긴가에서도"", ""평태긴가요""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;SUB:N>S;SUB:E>AE;RULE_ONLY:W;SUB:E>AE,3,3,3,1,2,0,0,0,0,"[""폐쇄됃따"", ""폐쇄됃따고"", ""폐쇄됃떠라고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;SUB:N>Y,3,3,3,0,2,1,0,0,0,"[""녹싸평여기"", ""부평여기"", ""편두여비""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:L;SUB:N>Y,3,3,3,0,0,1,1,0,1,"[""튀김류드른"", ""튀김류드를"", ""튀김류드리""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>Y;RULE_ONLY:EU_G,3,3,3,0,0,1,1,1,0,"[""유튜버마늬"", ""유튜버부늬"", ""유튜브마늬""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>Y;RULE_ONLY:Y;RULE_ONLY:N,3,3,3,0,2,0,1,0,0,"[""꼬텨버련네"", ""부텨젼는데"", ""이텨젼는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>Y;RULE_ONLY:Y;RULE_ONLY:Y,3,3,3,0,0,0,1,1,1,"[""꼬텬냐면"", ""덛뿌텬냐며는"", ""무텨져쓰면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:G;SUB:NG>L;SUB:N>Y;RULE_ONLY:Y,3,3,3,0,0,0,0,1,2,"[""확류르뇨"", ""확류리며"", ""확류리죠""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;SUB:N>Y;RULE_ONLY:N,3,3,3,0,0,1,1,1,0,"[""장화홍련저니언나"", ""회사동료연는데"", ""횡령핸나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:NG;SUB:M>P;SUB:B>Y;RULE_ONLY:Y,3,3,3,0,3,0,0,0,0,"[""확쯩편향을"", ""확쯩편향이라고"", ""황폐해젿짜나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:P;SUB:B>Y;RULE_ONLY:N,2,2,3,0,0,0,3,0,0,"[""괴로편는데"", ""화폐연는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:T;SUB:D>W,3,3,3,0,0,1,0,1,1,"[""쇠퇴해썯짜나"", ""쇠퇴핻꼬"", ""쥐포튀기미""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:Y;SUB:M>NG;SUB:NG>N,2,2,3,1,0,0,1,0,1,"[""화녕반는"", ""생화룡푸미라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:K>G,3,3,3,2,1,0,0,0,0,"[""신생기획싸"", ""중소기획싸드릐"", ""중소기획싸에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:M>B,2,2,3,0,0,0,1,0,2,"[""되씹꼬"", ""꿰매입꼬""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:M>N;RULE_ONLY:EU_G,1,1,3,0,1,0,1,0,1,"[""지권부늬""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:N>L;SUB:NG>N,2,2,3,0,0,0,3,0,0,"[""황리단기린가"", ""황리단기를""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:N>NG;SUB:NG>N,3,3,3,1,0,0,0,0,2,"[""화성동구린가"", ""황태부걷꾸긴가"", ""황태찌미라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>N;RULE_ONLY:W;SUB:N>NG;SUB:N>Y;RULE_ONLY:N,1,1,3,0,0,0,3,0,0,"[""관광통여간내사가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:CH;SUB:J>W,3,3,3,2,1,0,0,0,0,"[""며춴"", ""며춸"", ""숭면취하는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:K;SUB:G>W;RULE_ONLY:W;RULE_ONLY:Y,2,2,3,1,0,0,0,0,2,"[""겨콰되면서"", ""무려콰된다면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:K;SUB:G>W;SUB:NG>N,3,3,3,1,1,0,0,1,0,"[""신세계배콰저민가"", ""암벼콰라든가"", ""현대배콰저민가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:K;SUB:G>Y;RULE_ONLY:NG,3,3,3,2,1,0,0,0,0,"[""혀래켱에서부터도"", ""혀래켱엔"", ""혀래켱엥에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:L;SUB:N>Y;SUB:K>G,1,1,3,1,1,1,0,0,0,"[""병려긔""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:NG;RULE_ONLY:K;SUB:G>W,3,3,3,0,1,1,0,1,0,"[""애경배콰저메"", ""애경배콰저미나"", ""애경배콰점""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:NG;SUB:M>P;SUB:B>Y;RULE_ONLY:EU_G,1,1,3,0,1,0,1,1,0,"[""형펴늬""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:NG;SUB:M>P;SUB:B>Y;SUB:NG>N,2,2,3,0,0,0,0,0,3,"[""교통펴니라든가"", ""형펴니라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:T;SUB:D>W;SUB:NG>N,3,3,3,0,1,0,1,0,1,"[""명예퇴지기라든가"", ""심며퇀가"", ""정년퇴지기라는가요""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:W;RULE_ONLY:K;SUB:G>Y,1,1,3,0,1,1,0,0,1,"[""계회켱이랑""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:W;RULE_ONLY:W,2,2,3,0,0,2,1,0,0,"[""교유귀원회"", ""캡쓜화된""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:W;SUB:E>AE;RULE_ONLY:Y,2,2,3,0,1,2,0,0,0,"[""계속뙈쓰면"", ""계속뙈쓰며는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:Y;RULE_ONLY:W,2,2,3,2,0,0,1,0,0,"[""액쎠녕화"", ""액쎠녕화를""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:Y;SUB:N>NG;SUB:NG>G;RULE_ONLY:Y,3,3,3,0,2,0,0,1,0,"[""계명대학꾜"", ""계명대학꾜는"", ""계명대학꾜에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:B>P;RULE_ONLY:W;SUB:E>AE,3,3,3,0,0,1,0,2,0,"[""결핍뙈"", ""결핍뙈이써"", ""결핍뙏떤""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:D>S,3,3,3,0,1,1,0,0,1,"[""겨끄셔야"", ""계셔야겓찌"", ""계소카셔야""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:D>T;SUB:NG>N,3,3,3,1,1,0,0,0,1,"[""모략틴크"", ""뷰티사너비라든가"", ""소녀티칸가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:G>K,2,2,3,0,0,0,0,2,1,"[""붕녀킈"", ""녀킈""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:J>D,3,3,3,1,1,0,0,1,0,"[""뚜드려맏꼬"", ""병맏또"", ""병맏쓰럽께""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:K>G;RULE_ONLY:Y,2,2,3,0,2,0,1,0,0,"[""교육껵차가"", ""교육끄벼""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:N>L;RULE_ONLY:Y,3,3,3,0,0,0,1,1,1,"[""경리계장니미"", ""병리하기면"", ""휴양리미면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:NG>G;SUB:NG>N,3,3,3,0,1,0,1,0,1,"[""혁씨닌가"", ""혁씬공유다네서"", ""혁씬저긴거""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;SUB:NG>N;RULE_ONLY:G;RULE_ONLY:Y,2,2,3,0,1,2,0,0,0,"[""경안고등학꾜"", ""경신고등학꾜""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:B>P;RULE_ONLY:P;SUB:B>Y,3,3,3,0,3,0,0,0,0,"[""피폐해지겓찌"", ""피폐핻떤"", ""필다평이라고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:D>T;RULE_ONLY:W;SUB:E>AE,2,2,3,0,1,2,0,0,0,"[""채택뙈"", ""채택뙏따고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>B;SUB:N>L;RULE_ONLY:G,2,2,3,1,0,0,0,0,2,"[""압록깡"", ""압록깡을""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>N;RULE_ONLY:W;RULE_ONLY:W,2,2,3,1,0,0,1,1,0,"[""노인복찌회관"", ""동구노인복찌회과네서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>N;SUB:B>P;RULE_ONLY:N,2,2,3,1,1,0,0,1,0,"[""엔프피연는데"", ""인피니트연나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>N;SUB:NG>G;RULE_ONLY:W,3,3,3,0,1,0,1,0,1,"[""노인복찌학꽈"", ""안보학꽈라고"", ""혼백꽈는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>N;SUB:NG>N;SUB:M>NG,3,3,3,0,0,0,0,0,3,"[""연분구등버베"", ""연분구등버븐"", ""연분구등버비라는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>NG;RULE_ONLY:W;SUB:NG>N,3,3,3,0,0,0,0,0,3,"[""상품궈니라는게"", ""상품궈니라든가"", ""상품궈닌가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>NG;RULE_ONLY:Y;SUB:NG>N,3,3,3,1,1,0,0,1,0,"[""대성병워닌가"", ""삼성병워닌가"", ""정보려기라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:M>NG;SUB:K>G;SUB:B>P;RULE_ONLY:Y,2,2,3,0,3,0,0,0,0,"[""동백꼳필무렵"", ""동백꼳필무렵또""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:N>L;RULE_ONLY:L;SUB:N>Y,2,2,3,1,1,0,0,0,1,"[""당리당랴게"", ""당리당랴글""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:N>NG;RULE_ONLY:EO;SUB:NG>N;RULE_ONLY:W,1,1,3,0,0,1,1,0,1,"[""상다뭔과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:N>NG;RULE_ONLY:K;SUB:G>W;RULE_ONLY:W,3,3,3,0,2,0,1,0,0,"[""정차콰되고"", ""정차콰된"", ""정채콰된""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:N>NG;RULE_ONLY:W;SUB:E>AE;RULE_ONLY:Y,2,2,3,1,2,0,0,0,0,"[""정착뙈쓰면"", ""중독뙈버리면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;RULE_ONLY:W;SUB:D>T,3,3,3,0,0,0,0,3,0,"[""백꽈티메서도"", ""백꽈티미"", ""백꽈팀도""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;RULE_ONLY:W;SUB:M>N,2,2,3,0,0,1,1,0,1,"[""복꿘보다"", ""감독꽌분드리""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;RULE_ONLY:Y;RULE_ONLY:L,3,3,3,3,0,0,0,0,0,"[""대학꾜질로도"", ""대학꾤로가"", ""학쌩별로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;RULE_ONLY:Y;RULE_ONLY:W;RULE_ONLY:L,1,1,3,0,0,0,1,2,0,"[""학꾜생활로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;SUB:NG>N;RULE_ONLY:W,2,2,3,0,2,0,0,0,1,"[""지식째산권"", ""백씬과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>G;SUB:NG>N;RULE_ONLY:W;RULE_ONLY:Y,2,2,3,0,1,0,2,0,0,"[""학쌩인권조례"", ""학쌩인권조례를""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;RULE_ONLY:W;SUB:NG>N;RULE_ONLY:W,3,3,3,1,0,0,0,1,1,"[""접끈권과"", ""하린권과"", ""한구길문화원강사연하푀를""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;SUB:K>G,1,1,3,0,3,0,0,0,0,"[""한구개야""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;SUB:M>N;RULE_ONLY:Y,3,3,3,0,0,0,0,2,1,"[""건강검진바드시면서"", ""산간벽찌까지"", ""산간벽찌에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;SUB:N>NG;SUB:NG>G;RULE_ONLY:Y,2,2,3,0,0,3,0,0,0,"[""한구캐양대학꾜"", ""한구캐양대학꾜에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,SUB:NG>N;SUB:NG>G;RULE_ONLY:B,2,2,3,0,0,0,0,1,2,"[""천구백쌈십팔"", ""천구백싸십팔""]"
